10, 0.25, 3.742, -1.5707963267948966, 0.0013301803133313628, 0.0017735737511084839, 0.0013301803133313628, 0.0013301803133313628
20, 0.25, 3.734, -1.5707963267948966, 0.0013301803133313628, 0.0017735737511084839, 0.0013301803133313628, 0.0013301803133313628
30, 0.25, 3.726, -1.5707963267948966, 0.0013301803133313628, 0.0017735737511084839, 0.0013301803133313628, 0.0013301803133313628
40, 0.25, 3.718, -1.5707963267948966, 0.0013301803133313628, 0.0019213715637008573, 0.0013301803133313628, 0.0013301803133313628
50, 0.25, 3.71, -1.5707963267948966, 0.0013301803133313628, 0.0019213715637008573, 0.0013301803133313628, 0.0013301803133313628
60, 0.25, 3.702, -1.5707963267948966, 0.0013301803133313628, 0.0019213715637008573, 0.0013301803133313628, 0.0013301803133313628
70, 0.25, 3.694, -1.5707963267948966, 0.0013301803133313628, 0.002069169376293231, 0.0013301803133313628, 0.0013301803133313628
80, 0.25, 3.686, -1.5707963267948966, 0.0013301803133313628, 0.002069169376293231, 0.0013301803133313628, 0.0013301803133313628
90, 0.25, 3.678, -1.5707963267948966, 0.0013301803133313628, 0.002069169376293231, 0.0013301803133313628, 0.0013301803133313628
100, 0.25, 3.67, -1.5707963267948966, 0.0013301803133313628, 0.0022169671888856044, 0.0013301803133313628, 0.0013301803133313628
110, 0.25, 3.662, -1.5707963267948966, 0.0013301803133313628, 0.0022169671888856044, 0.0013301803133313628, 0.0013301803133313628
120, 0.25, 3.654, -1.5707963267948966, 0.0013301803133313628, 0.0022169671888856044, 0.0013301803133313628, 0.0013301803133313628
130, 0.25, 3.646, -1.5707963267948966, 0.0013301803133313628, 0.0023647650014779783, 0.0013301803133313628, 0.0013301803133313628
140, 0.25, 3.638, -1.5707963267948966, 0.0013301803133313628, 0.0023647650014779783, 0.0013301803133313628, 0.0013301803133313628
150, 0.25, 3.63, -1.5707963267948966, 0.0013301803133313628, 0.0023647650014779783, 0.0013301803133313628, 0.0013301803133313628
160, 0.25, 3.622, -1.5707963267948966, 0.0013301803133313628, 0.002512562814070352, 0.0013301803133313628, 0.0013301803133313628
170, 0.25, 3.614, -1.5707963267948966, 0.014631983446644991, 0.002512562814070352, 0.0013301803133313628, 0.0013301803133313628
180, 0.25, 3.606, -1.5707963267948966, 0.014631983446644991, 0.0026603606266627257, 0.0013301803133313628, 0.0013301803133313628
190, 0.25, 3.598, -1.5707963267948966, 0.014631983446644991, 0.0026603606266627257, 0.0013301803133313628, 0.0013301803133313628
200, 0.25, 3.59, -1.5707963267948966, 0.014631983446644991, 0.0026603606266627257, 0.0013301803133313628, 0.0013301803133313628
210, 0.25, 3.582, -1.5707963267948966, 0.014631983446644991, 0.002808158439255099, 0.0013301803133313628, 0.0013301803133313628
220, 0.25, 3.574, -1.5707963267948966, 0.014631983446644991, 0.002808158439255099, 0.0013301803133313628, 0.0013301803133313628
230, 0.25, 3.566, -1.5707963267948966, 0.014631983446644991, 0.002808158439255099, 0.0013301803133313628, 0.0013301803133313628
240, 0.25, 3.558, -1.5707963267948966, 0.014631983446644991, 0.002955956251847473, 0.0013301803133313628, 0.0013301803133313628
250, 0.25, 3.55, -1.5707963267948966, 0.014631983446644991, 0.002955956251847473, 0.0013301803133313628, 0.0013301803133313628
260, 0.25, 3.542, -1.5707963267948966, 0.014631983446644991, 0.002955956251847473, 0.0013301803133313628, 0.0013301803133313628
270, 0.25, 3.534, -1.5707963267948966, 0.014631983446644991, 0.0031037540644398465, 0.0013301803133313628, 0.0013301803133313628
280, 0.25, 3.526, -1.5707963267948966, 0.014631983446644991, 0.0031037540644398465, 0.0013301803133313628, 0.0013301803133313628
290, 0.25, 3.518, -1.5707963267948966, 0.014631983446644991, 0.0031037540644398465, 0.0013301803133313628, 0.0013301803133313628
300, 0.25, 3.51, -1.5707963267948966, 0.014631983446644991, 0.0032515518770322204, 0.0013301803133313628, 0.0013301803133313628
310, 0.25, 3.502, -1.5707963267948966, 0.014631983446644991, 0.0032515518770322204, 0.0013301803133313628, 0.0013301803133313628
320, 0.25, 3.4939999999999998, -1.5707963267948966, 0.014631983446644991, 0.003399349689624594, 0.0013301803133313628, 0.0013301803133313628
330, 0.25, 3.4859999999999998, -1.5707963267948966, 0.014631983446644991, 0.003399349689624594, 0.0013301803133313628, 0.0013301803133313628
340, 0.25, 3.4779999999999998, -1.5707963267948966, 0.014484185634052618, 0.003399349689624594, 0.0013301803133313628, 0.0013301803133313628
350, 0.25, 3.4699999999999998, -1.5707963267948966, 0.014484185634052618, 0.0035471475022169677, 0.0013301803133313628, 0.0013301803133313628
360, 0.25, 3.4619999999999997, -1.5707963267948966, 0.014631983446644991, 0.0035471475022169677, 0.0013301803133313628, 0.0013301803133313628
370, 0.25, 3.4539999999999997, -1.5707963267948966, 0.014631983446644991, 0.0035471475022169677, 0.0013301803133313628, 0.0013301803133313628
380, 0.25, 3.4459999999999997, -1.5707963267948966, 0.014631983446644991, 0.003694945314809341, 0.0013301803133313628, 0.0013301803133313628
390, 0.25, 3.4379999999999997, -1.5707963267948966, 0.014631983446644991, 0.003694945314809341, 0.0013301803133313628, 0.0013301803133313628
400, 0.25, 3.4299999999999997, -1.5707963267948966, 0.014631983446644991, 0.003694945314809341, 0.0013301803133313628, 0.0013301803133313628
410, 0.25, 3.4219999999999997, -1.5707963267948966, 0.014631983446644991, 0.0038427431274017146, 0.0013301803133313628, 0.0013301803133313628
420, 0.25, 3.4139999999999997, -1.5707963267948966, 0.014631983446644991, 0.0038427431274017146, 0.0013301803133313628, 0.0013301803133313628
430, 0.25, 3.4059999999999997, -1.5707963267948966, 0.014631983446644991, 0.0038427431274017146, 0.0013301803133313628, 0.0013301803133313628
440, 0.25, 3.3979999999999997, -1.5707963267948966, 0.014631983446644991, 0.0039905409399940885, 0.0013301803133313628, 0.0013301803133313628
450, 0.25, 3.3899999999999997, -1.5707963267948966, 0.014631983446644991, 0.0039905409399940885, 0.0013301803133313628, 0.0013301803133313628
